"YEAR","HAUL_DATE","SPECIES","FMP_AREA","GEAR_TYPE","EXTRAPOLATED_WEIGHT"
2018,2018-09-08,330,"GOA",8,8.18
2018,2018-09-08,330,"GOA",8,18.9
2018,2018-09-10,330,"GOA",8,521.05
2018,2018-10-30,330,"GOA",2,378.78
2018,2018-04-13,330,"GOA",1,75.34
2018,2018-09-25,330,"GOA",1,3277.88
2018,2018-09-25,330,"GOA",1,2261.28
2018,2018-09-11,330,"GOA",8,68.23
2018,2018-05-07,330,"GOA",1,25.8
2018,2018-09-15,330,"GOA",1,1074.09
2018,2018-09-12,330,"GOA",8,5.17
2018,2018-09-12,330,"GOA",8,7.24
2018,2018-09-13,330,"GOA",8,31.01
2018,2018-09-14,330,"GOA",8,18.61
2018,2018-09-15,330,"GOA",8,155.07
2018,2018-09-16,330,"GOA",8,12.41
2018,2018-09-02,330,"GOA",8,83.4
2018,2018-09-04,330,"GOA",8,60.74
2018,2018-10-24,330,"GOA",1,175.58
2018,2018-09-19,330,"GOA",1,654.89
2018,2018-09-19,330,"GOA",1,379.43
2018,2018-05-03,330,"GOA",1,558.7
2018,2018-05-06,330,"GOA",1,9035.32
2018,2018-05-06,330,"GOA",1,4948.53
2018,2018-05-06,330,"GOA",1,6227.71
2018,2018-05-07,330,"GOA",1,8531.73
2018,2018-05-07,330,"GOA",1,5728.36
2018,2018-05-07,330,"GOA",1,7283.64
2018,2018-05-07,330,"GOA",1,6575.72
2018,2018-05-07,330,"GOA",1,9159.17
2018,2018-08-30,330,"GOA",1,82.13
2018,2018-08-24,330,"GOA",1,28.54
2018,2018-08-24,330,"GOA",1,132.87
2018,2018-08-25,330,"GOA",1,140.85
2018,2018-08-25,330,"GOA",1,268.6
2018,2018-05-07,330,"GOA",2,14039.73
2018,2018-05-07,330,"GOA",2,17266.56
2018,2018-08-25,330,"GOA",1,49.68
2018,2018-08-25,330,"GOA",1,71.15
2018,2018-09-17,330,"GOA",1,48.9
2018,2018-09-17,330,"GOA",1,2735.36
2018,2018-09-17,330,"GOA",1,135.07
2018,2018-06-01,330,"GOA",2,410.65
2018,2018-06-05,330,"GOA",2,143.09
2018,2018-05-06,330,"GOA",2,8299.16
2018,2018-05-06,330,"GOA",2,12704.72
2018,2018-05-06,330,"GOA",2,2992.98
2018,2018-05-06,330,"GOA",2,10795.84
2018,2018-05-06,330,"GOA",2,8928.28
2018,2018-05-07,330,"GOA",2,69.69
2018,2018-08-27,330,"GOA",1,167.11
2018,2018-08-28,330,"GOA",1,168.33
2018,2018-08-29,330,"GOA",1,334.39
2018,2018-08-29,330,"GOA",1,17.06
2018,2018-08-29,330,"GOA",1,129
2018,2018-08-29,330,"GOA",1,76.04
2018,2018-08-30,330,"GOA",1,346.23
2018,2018-08-23,330,"GOA",8,16.02
2018,2018-08-24,330,"GOA",8,8.01
2018,2018-09-06,330,"GOA",8,103.45
2018,2018-09-07,330,"GOA",8,117.08
2018,2018-09-01,330,"GOA",8,8.62
2018,2018-09-02,330,"GOA",8,8.62
2018,2018-09-02,330,"GOA",8,51.72
2018,2018-09-02,330,"GOA",8,11.49
2018,2018-09-03,330,"GOA",8,57.47
2018,2018-09-03,330,"GOA",8,11.49
2018,2018-09-03,330,"GOA",8,11.49
2018,2018-09-03,330,"GOA",8,5.75
2018,2018-09-03,330,"GOA",8,11.49
2018,2018-09-05,330,"GOA",8,281.42
2018,2018-06-27,330,"GOA",1,1155.14
2018,2018-06-27,330,"GOA",1,2489.34
2018,2018-06-27,330,"GOA",1,177.67
2018,2018-06-28,330,"GOA",1,594.27
2018,2018-07-06,330,"GOA",1,38.52
2018,2018-07-06,330,"GOA",1,290.66
2018,2018-07-06,330,"GOA",1,6748.64
2018,2018-07-06,330,"GOA",1,6968.13
2018,2018-07-06,330,"GOA",1,17131.07
2018,2018-07-06,330,"GOA",1,8324.45
2018,2018-07-06,330,"GOA",1,13051.91
2018,2018-07-09,330,"GOA",1,45.17
2018,2018-07-09,330,"GOA",1,346.38
2018,2018-07-09,330,"GOA",1,5347.36
2018,2018-07-09,330,"GOA",1,7405.35
2018,2018-07-10,330,"GOA",1,16602.2
2018,2018-07-10,330,"GOA",1,4786.7
2018,2018-09-05,330,"GOA",8,43.1
2018,2018-09-05,330,"GOA",8,8.62
2018,2018-09-06,330,"GOA",1,95.14
2018,2018-09-07,330,"GOA",1,52.61
2018,2018-09-07,330,"GOA",1,87.94
2018,2018-09-07,330,"GOA",1,176.99
2018,2018-09-07,330,"GOA",1,62.11
2018,2018-09-11,330,"GOA",1,39.52
2018,2018-09-12,330,"GOA",1,32.08
2018,2018-09-12,330,"GOA",1,665.93
2018,2018-09-20,330,"GOA",1,1511.82
2018,2018-09-08,330,"GOA",1,97.69
2018,2018-09-08,330,"GOA",1,148.52
2018,2018-09-08,330,"GOA",1,84.74
2018,2018-09-09,330,"GOA",1,123.79
2018,2018-09-09,330,"GOA",1,54.78
2018,2018-09-11,330,"GOA",1,2119.99
2018,2018-09-12,330,"GOA",1,8.9
2018,2018-09-12,330,"GOA",1,86.28
2018,2018-09-12,330,"GOA",1,63.05
2018,2018-09-13,330,"GOA",1,217
2018,2018-09-13,330,"GOA",1,825.55
2018,2018-09-14,330,"GOA",1,1114.47
2018,2018-09-16,330,"GOA",1,149.22
2018,2018-07-22,330,"GOA",1,84.94
2018,2018-09-19,330,"GOA",1,93.04
2018,2018-09-19,330,"GOA",1,45.01
2018,2018-09-20,330,"GOA",1,76.29
2018,2018-09-18,330,"GOA",1,489.8
2018,2018-09-18,330,"GOA",1,166.47
2018,2018-09-18,330,"GOA",1,2179.92
2018,2018-09-19,330,"GOA",1,15.89
2018,2018-07-19,330,"GOA",1,119.91
2018,2018-07-08,330,"GOA",1,2786.14
2018,2018-07-15,330,"GOA",1,259.49
2018,2018-07-15,330,"GOA",1,212.9
2018,2018-07-15,330,"GOA",1,626.66
2018,2018-07-16,330,"GOA",1,260.91
2018,2018-07-03,330,"GOA",1,214.76
2018,2018-10-28,330,"GOA",1,675.63
2018,2018-11-09,330,"GOA",1,308
2018,2018-10-24,330,"GOA",2,100.99
2018,2018-07-02,330,"GOA",1,5294.9
2018,2018-07-03,330,"GOA",1,32248.65
2018,2018-07-04,330,"GOA",1,14355.79
2018,2018-07-04,330,"GOA",1,2689.93
2018,2018-07-04,330,"GOA",1,5113.09
2018,2018-07-04,330,"GOA",1,4906.68
2018,2018-07-10,330,"GOA",1,563.94
2018,2018-07-10,330,"GOA",1,2161.81
2018,2018-07-11,330,"GOA",1,3615.06
2018,2018-07-11,330,"GOA",1,400.34
2018,2018-07-11,330,"GOA",1,371.2
2018,2018-07-11,330,"GOA",1,252
2018,2018-07-11,330,"GOA",1,2119.42
2018,2018-07-12,330,"GOA",1,1690.1
2018,2018-07-12,330,"GOA",1,365.9
2018,2018-07-13,330,"GOA",1,8130.71
2018,2018-07-13,330,"GOA",1,7057.33
2018,2018-07-13,330,"GOA",1,2115.91
2018,2018-07-13,330,"GOA",1,12845.21
2018,2018-07-14,330,"GOA",1,1558.92
2018,2018-07-14,330,"GOA",1,265.79
2018,2018-07-14,330,"GOA",1,4891.4
2018,2018-06-23,330,"GOA",1,3764.94
2018,2018-06-23,330,"GOA",1,5944.71
2018,2018-06-23,330,"GOA",1,6228.17
2018,2018-06-24,330,"GOA",1,14185.58
2018,2018-06-24,330,"GOA",1,12721.03
2018,2018-06-25,330,"GOA",1,197.61
2018,2018-06-25,330,"GOA",1,118.2
2018,2018-06-25,330,"GOA",1,703.77
2018,2018-06-26,330,"GOA",1,280.28
2018,2018-06-26,330,"GOA",1,85.73
2018,2018-06-27,330,"GOA",1,167.8
2018,2018-06-27,330,"GOA",1,79.76
2018,2018-07-13,330,"GOA",1,495.39
2018,2018-07-13,330,"GOA",1,203.7
2018,2018-07-14,330,"GOA",1,243.95
2018,2018-07-14,330,"GOA",1,2385.93
2018,2018-07-14,330,"GOA",1,92.86
2018,2018-06-28,330,"GOA",1,1002.54
2018,2018-07-01,330,"GOA",1,1446.57
2018,2018-07-01,330,"GOA",1,4653.22
2018,2018-07-01,330,"GOA",1,2556.25
2018,2018-07-01,330,"GOA",1,760.35
2018,2018-07-01,330,"GOA",1,509.24
2018,2018-07-02,330,"GOA",1,6236.59
2018,2018-07-02,330,"GOA",1,3724.87
2018,2018-07-02,330,"GOA",1,7432.73
2018,2018-07-02,330,"GOA",1,4589.47
2018,2018-07-02,330,"GOA",1,5813.38
2018,2018-08-11,330,"GOA",1,126.2
2018,2018-08-11,330,"GOA",1,79.73
2018,2018-08-12,330,"GOA",1,94.06
2018,2018-12-12,330,"GOA",1,27.68
2018,2018-12-13,330,"GOA",1,32.17
2018,2018-12-14,330,"GOA",1,144.75
2018,2018-08-13,330,"GOA",1,109.23
2018,2018-08-13,330,"GOA",1,62.06
2018,2018-08-13,330,"GOA",1,232.37
2018,2018-08-13,330,"GOA",1,47.25
2018,2018-07-07,330,"GOA",1,87.92
2018,2018-07-07,330,"GOA",1,197.46
2018,2018-07-07,330,"GOA",1,163.91
2018,2018-12-04,330,"GOA",1,193.66
2018,2018-12-06,330,"GOA",1,397.18
2018,2018-12-06,330,"GOA",1,144.86
2018,2018-09-19,330,"GOA",1,239.52
2018,2018-06-23,330,"GOA",8,9.11
2018,2018-06-24,330,"GOA",8,23.18
2018,2018-06-25,330,"GOA",8,9.93
2018,2018-09-10,330,"GOA",8,16.51
2018,2018-09-11,330,"GOA",8,40.79
2018,2018-09-24,330,"GOA",8,3
2018,2018-09-22,330,"GOA",2,3349.82
2018,2018-06-14,330,"GOA",8,29.8
2018,2018-06-14,330,"GOA",8,16.56
2018,2018-06-22,330,"GOA",8,24.28
2018,2018-12-18,330,"GOA",1,47.01
2018,2018-12-18,330,"GOA",1,98.21
2018,2018-10-17,330,"GOA",1,66.51
2018,2018-10-17,330,"GOA",1,83.09
2018,2018-11-05,330,"GOA",8,12.88
2018,2018-04-17,330,"GOA",1,68.78
2018,2018-10-13,330,"GOA",1,61.34
2018,2018-12-04,330,"GOA",1,244.3
2018,2018-06-18,330,"GOA",1,2319.99
2018,2018-06-19,330,"GOA",1,143.28
2018,2018-06-20,330,"GOA",1,267.91
2018,2018-06-20,330,"GOA",1,421.13
2018,2018-06-20,330,"GOA",1,51.98
2018,2018-06-20,330,"GOA",1,199.04
2018,2018-06-21,330,"GOA",1,129.55
2018,2018-06-19,330,"GOA",1,12766.93
2018,2018-06-21,330,"GOA",1,284.67
2018,2018-06-21,330,"GOA",1,302.59
2018,2018-06-22,330,"GOA",1,147.31
2018,2018-06-22,330,"GOA",1,135.75
2018,2018-06-22,330,"GOA",1,180.66
2018,2018-06-22,330,"GOA",1,324.63
2018,2018-06-22,330,"GOA",1,1193.94
2018,2018-06-23,330,"GOA",1,2876.02
2018,2018-06-23,330,"GOA",1,4745.94
2018,2018-06-23,330,"GOA",1,3936.31
2018,2018-06-23,330,"GOA",1,10005.34
2018,2018-06-23,330,"GOA",1,13778.38
2018,2018-06-26,330,"GOA",1,5658.59
2018,2018-06-14,330,"GOA",1,72.89
2018,2018-06-14,330,"GOA",1,1578.06
2018,2018-06-15,330,"GOA",1,5230.31
2018,2018-06-15,330,"GOA",1,120.98
2018,2018-07-21,330,"GOA",1,147.24
2018,2018-07-21,330,"GOA",1,42.69
2018,2018-07-21,330,"GOA",1,65.6
2018,2018-07-20,330,"GOA",1,173.22
2018,2018-07-20,330,"GOA",1,461.88
2018,2018-07-21,330,"GOA",1,1138.65
2018,2018-09-25,330,"GOA",1,23.67
2018,2018-09-25,330,"GOA",1,80.78
2018,2018-07-14,330,"GOA",1,5241.47
2018,2018-07-16,330,"GOA",1,159.59
2018,2018-07-18,330,"GOA",1,83.98
2018,2018-07-18,330,"GOA",1,79.2
2018,2018-11-08,330,"GOA",1,189.5
2018,2018-06-29,330,"GOA",1,1960.32
2018,2018-06-29,330,"GOA",1,1769.14
2018,2018-06-29,330,"GOA",1,688.25
2018,2018-07-04,330,"GOA",1,13129.98
2018,2018-07-04,330,"GOA",1,12838.13
2018,2018-07-04,330,"GOA",1,12299.06
2018,2018-07-04,330,"GOA",1,24820.11
2018,2018-07-05,330,"GOA",1,23705.28
2018,2018-07-10,330,"GOA",1,157.72
2018,2018-07-11,330,"GOA",1,3228
2018,2018-07-11,330,"GOA",1,156.16
2018,2018-07-11,330,"GOA",1,646.37
2018,2018-07-18,330,"GOA",1,140.06
2018,2018-07-05,330,"GOA",1,23687.61
2018,2018-07-05,330,"GOA",1,306.7
2018,2018-07-14,330,"GOA",1,109.11
2018,2018-07-14,330,"GOA",1,107.08
2018,2018-06-30,330,"GOA",1,265.21
2018,2018-06-30,330,"GOA",1,80.74
2018,2018-06-30,330,"GOA",1,69.47
2018,2018-07-03,330,"GOA",1,333.84
2018,2018-07-03,330,"GOA",1,1.4
2018,2018-07-03,330,"GOA",1,9045.22
2018,2018-07-03,330,"GOA",1,7626.29
2018,2018-07-03,330,"GOA",1,11607.02
2018,2018-07-04,330,"GOA",1,27167.71
2018,2018-07-01,330,"GOA",1,530.3
2018,2018-07-01,330,"GOA",1,5881.95
2018,2018-07-01,330,"GOA",1,3266.97
2018,2018-07-01,330,"GOA",1,187.87
2018,2018-07-01,330,"GOA",1,130.01
2018,2018-07-02,330,"GOA",1,589.94
2018,2018-07-03,330,"GOA",1,103.12
2018,2018-05-17,330,"GOA",1,128.65
2018,2018-05-18,330,"GOA",1,411
2018,2018-05-18,330,"GOA",1,148.3
2018,2018-06-16,330,"GOA",1,446.03
2018,2018-06-16,330,"GOA",1,120.85
2018,2018-06-16,330,"GOA",1,3364.31
2018,2018-06-17,330,"GOA",1,1767.75
2018,2018-06-17,330,"GOA",1,3268.52
2018,2018-06-17,330,"GOA",1,1640.88
2018,2018-06-18,330,"GOA",1,4072.32
2018,2018-06-18,330,"GOA",1,1227.04
2018,2018-06-18,330,"GOA",1,5180.1
2018,2018-06-15,330,"GOA",1,2960.59
2018,2018-06-16,330,"GOA",1,9362.46
2018,2018-06-16,330,"GOA",1,5611.36
2018,2018-06-18,330,"GOA",1,938.54
2018,2018-07-16,330,"GOA",1,406.65
2018,2018-07-17,330,"GOA",1,1365.92
2018,2018-07-17,330,"GOA",1,8087.38
2018,2018-07-17,330,"GOA",1,90.45
2018,2018-07-21,330,"GOA",1,1493.93
2018,2018-07-21,330,"GOA",1,2255.22
2018,2018-07-16,330,"GOA",1,115.02
2018,2018-05-22,330,"GOA",1,228.1
2018,2018-10-12,330,"GOA",8,4.68
2018,2018-10-11,330,"GOA",8,3.51
2018,2018-06-01,330,"GOA",1,333.18
2018,2018-06-02,330,"GOA",1,160.28
2018,2018-10-04,330,"GOA",8,6.93
2018,2018-09-25,330,"GOA",8,6.87
2018,2018-08-12,330,"GOA",1,49.07
2018,2018-08-14,330,"GOA",1,99.81
2018,2018-09-06,330,"GOA",8,4.8
2018,2018-07-20,330,"GOA",1,63.63
2018,2018-07-20,330,"GOA",1,827.09
2018,2018-10-01,330,"GOA",8,7.01
2018,2018-06-17,330,"GOA",1,56.53
2018,2018-06-18,330,"GOA",1,6975.02
2018,2018-06-18,330,"GOA",1,2015.33
2018,2018-06-22,330,"GOA",1,50.03
2018,2018-06-22,330,"GOA",1,64.72
2018,2018-06-08,330,"GOA",1,55.71
2018,2018-06-09,330,"GOA",1,198.54
2018,2018-06-05,330,"GOA",1,193.65
2018,2018-06-05,330,"GOA",1,561.38
2018,2018-06-17,330,"GOA",1,39.67
2018,2018-07-28,330,"GOA",1,36.01
2018,2018-07-28,330,"GOA",1,368.53
2018,2018-07-29,330,"GOA",1,50.7
2018,2018-07-29,330,"GOA",1,12.64
2018,2018-07-29,330,"GOA",1,186.34
2018,2018-11-03,330,"GOA",8,3.23
2018,2018-03-13,330,"GOA",8,30.87
2018,2018-02-22,330,"GOA",8,7.12
2018,2018-05-18,330,"GOA",1,6199.28
2018,2018-05-18,330,"GOA",1,5693.38
2018,2018-05-19,330,"GOA",1,552.38
2018,2018-05-19,330,"GOA",1,1057.05
2018,2018-05-29,330,"GOA",8,1.82
2018,2018-08-14,330,"GOA",1,64.93
2018,2018-08-14,330,"GOA",1,18.87
2018,2018-08-15,330,"GOA",1,53.25
2018,2018-08-15,330,"GOA",1,56.6
2018,2018-08-15,330,"GOA",1,170.93
2018,2018-08-16,330,"GOA",1,6093.39
2018,2018-08-16,330,"GOA",1,2918.52
2018,2018-05-14,330,"GOA",1,12084.9
2018,2018-05-14,330,"GOA",1,27449.47
2018,2018-05-14,330,"GOA",1,5812.12
2018,2018-05-15,330,"GOA",1,522.76
2018,2018-05-15,330,"GOA",1,98.47
2018,2018-05-15,330,"GOA",1,149.89
2018,2018-05-16,330,"GOA",1,5863.17
2018,2018-05-16,330,"GOA",1,228.66
2018,2018-05-16,330,"GOA",1,366.35
2018,2018-03-06,330,"GOA",8,16.62
2018,2018-03-07,330,"GOA",8,8.31
2018,2018-03-05,330,"GOA",8,21.37
2018,2018-04-22,330,"GOA",8,6.2
2018,2018-11-04,330,"GOA",8,8.08
2018,2018-11-05,330,"GOA",8,24.24
2018,2018-10-28,330,"GOA",1,11.86
2018,2018-11-04,330,"GOA",1,285.22
2018,2018-11-05,330,"GOA",1,72.87
2018,2018-11-07,330,"GOA",1,30.34
2018,2018-04-05,330,"GOA",1,154.59
2018,2018-05-30,330,"GOA",2,271.65
2018,2018-09-17,330,"GOA",8,45.63
2018,2018-05-25,330,"GOA",2,96.06
2018,2018-05-27,330,"GOA",2,147.5
2018,2018-05-27,330,"GOA",2,305.38
2018,2018-05-28,330,"GOA",2,93.06
2018,2018-05-30,330,"GOA",2,102.93
2018,2018-11-29,330,"GOA",1,14.02
2018,2018-10-26,330,"GOA",1,147.13
2018,2018-10-26,330,"GOA",1,721.66
2018,2018-10-30,330,"GOA",1,193.35
2018,2018-10-31,330,"GOA",1,2324.09
2018,2018-06-22,330,"GOA",1,20.67
2018,2018-01-27,330,"GOA",6,4.26
2018,2018-02-02,330,"GOA",6,16.76
2018,2018-11-13,330,"GOA",8,21.74
2018,2018-08-03,330,"GOA",1,86.82
2018,2018-06-08,330,"GOA",1,199.38
2018,2018-06-09,330,"GOA",1,93.49
2018,2018-08-02,330,"GOA",1,220.56
2018,2018-08-03,330,"GOA",1,98.14
2018,2018-07-31,330,"GOA",1,262.03
2018,2018-08-01,330,"GOA",1,222.95
2018,2018-11-19,330,"GOA",8,14.59
2018,2018-11-21,330,"GOA",8,21.82
2018,2018-11-21,330,"GOA",8,7.23
2018,2018-06-23,330,"GOA",1,4178.04
2018,2018-06-23,330,"GOA",1,6228.91
2018,2018-06-23,330,"GOA",1,1740.53
2018,2018-06-23,330,"GOA",1,8236.17
2018,2018-06-24,330,"GOA",1,15326.55
2018,2018-06-24,330,"GOA",1,7951.56
2018,2018-06-24,330,"GOA",1,9267.02
2018,2018-06-24,330,"GOA",1,5940.58
2018,2018-06-24,330,"GOA",1,9874.65
2018,2018-06-24,330,"GOA",1,5020.12
2018,2018-06-25,330,"GOA",1,171.66
2018,2018-06-25,330,"GOA",1,377.58
2018,2018-06-25,330,"GOA",1,364.78
2018,2018-06-26,330,"GOA",1,68.83
2018,2018-07-02,330,"GOA",2,111.77
2018,2018-07-02,330,"GOA",2,195.68
2018,2018-07-02,330,"GOA",2,65.84
2018,2018-07-03,330,"GOA",2,152.06
2018,2018-07-03,330,"GOA",2,38.41
2018,2018-07-04,330,"GOA",2,55.85
2018,2018-06-16,330,"GOA",1,224.11
2018,2018-06-16,330,"GOA",1,73.49
2018,2018-06-16,330,"GOA",1,120.43
2018,2018-06-16,330,"GOA",1,123.07
2018,2018-10-07,330,"GOA",8,12.1
2018,2018-06-26,330,"GOA",1,163.98
2018,2018-06-26,330,"GOA",1,588.05
2018,2018-06-26,330,"GOA",1,630.55
2018,2018-06-26,330,"GOA",1,49.58
2018,2018-06-27,330,"GOA",1,300.17
2018,2018-06-28,330,"GOA",1,52.82
2018,2018-06-28,330,"GOA",1,91.94
2018,2018-06-29,330,"GOA",1,47.74
2018,2018-09-23,330,"GOA",1,32.22
2018,2018-09-23,330,"GOA",1,391.12
2018,2018-09-25,330,"GOA",1,70.78
2018,2018-11-04,330,"GOA",1,1993.8
2018,2018-11-04,330,"GOA",1,1830.82
2018,2018-11-05,330,"GOA",1,14.83
2018,2018-11-05,330,"GOA",2,1012.7
2018,2018-11-12,330,"GOA",2,1018.59
2018,2018-11-13,330,"GOA",2,797.96
2018,2018-10-12,330,"GOA",1,52.32
2018,2018-10-13,330,"GOA",1,6182.85
2018,2018-10-15,330,"GOA",1,67.22
2018,2018-06-14,330,"GOA",1,173.59
2018,2018-10-27,330,"GOA",1,379.35
2018,2018-10-27,330,"GOA",1,20.23
2018,2018-05-30,330,"GOA",2,86.4
2018,2018-06-29,330,"GOA",1,55.74
2018,2018-07-03,330,"GOA",1,4970.66
2018,2018-07-03,330,"GOA",1,5743.37
2018,2018-07-19,330,"GOA",2,124.47
2018,2018-08-01,330,"GOA",2,128.63
2018,2018-08-03,330,"GOA",1,256.96
2018,2018-07-04,330,"GOA",1,10058.47
2018,2018-07-04,330,"GOA",1,12442.52
2018,2018-06-30,330,"GOA",1,127.43
2018,2018-06-30,330,"GOA",1,67.11
2018,2018-07-03,330,"GOA",1,2274.16
2018,2018-07-03,330,"GOA",1,7634.58
2018,2018-07-04,330,"GOA",1,16979.07
2018,2018-07-09,330,"GOA",1,48.84
2018,2018-07-12,330,"GOA",1,17665.26
2018,2018-09-29,330,"GOA",8,12.08
2018,2018-07-15,330,"GOA",1,7317.7
2018,2018-07-15,330,"GOA",1,3795.15
2018,2018-07-17,330,"GOA",1,766.94
2018,2018-07-10,330,"GOA",2,140.2
2018,2018-07-13,330,"GOA",2,17.2
2018,2018-07-17,330,"GOA",1,3167.42
2018,2018-07-17,330,"GOA",1,3995.88
2018,2018-07-17,330,"GOA",1,5340.96
2018,2018-09-09,330,"GOA",1,150.93
2018,2018-07-12,330,"GOA",1,7150.67
2018,2018-07-12,330,"GOA",1,1420.37
2018,2018-07-14,330,"GOA",1,12777.78
2018,2018-07-15,330,"GOA",1,118.13
2018,2018-10-06,330,"GOA",2,542.23
2018,2018-07-20,330,"GOA",1,34.86
2018,2018-07-20,330,"GOA",1,90.26
2018,2018-07-21,330,"GOA",1,88.29
2018,2018-07-22,330,"GOA",1,2068.54
2018,2018-07-25,330,"GOA",2,29.26
2018,2018-08-06,330,"GOA",2,37.82
2018,2018-07-18,330,"GOA",1,106.06
2018,2018-07-14,330,"GOA",2,494.87
2018,2018-07-15,330,"GOA",2,25.41
2018,2018-07-13,330,"GOA",2,66.24
2018,2018-07-04,330,"GOA",1,7894.41
2018,2018-07-04,330,"GOA",1,3319.44
2018,2018-07-05,330,"GOA",1,6332.25
2018,2018-07-05,330,"GOA",1,4349.91
2018,2018-07-05,330,"GOA",1,10187.22
2018,2018-07-05,330,"GOA",1,6406.72
2018,2018-07-05,330,"GOA",1,6524.93
2018,2018-07-06,330,"GOA",1,5678.96
2018,2018-07-06,330,"GOA",1,20109.41
2018,2018-07-06,330,"GOA",1,6449.03
2018,2018-07-06,330,"GOA",1,2067.07
2018,2018-07-06,330,"GOA",1,4587.49
2018,2018-07-06,330,"GOA",1,4124.22
2018,2018-07-07,330,"GOA",1,8785.08
2018,2018-07-07,330,"GOA",1,17063.07
2018,2018-07-07,330,"GOA",1,5397.52
2018,2018-07-15,330,"GOA",2,53.75
2018,2018-07-16,330,"GOA",2,24.79
2018,2018-07-16,330,"GOA",2,423.79
2018,2018-07-16,330,"GOA",2,553.62
2018,2018-07-16,330,"GOA",2,457.95
2018,2018-07-16,330,"GOA",2,73.71
2018,2018-07-16,330,"GOA",2,29.74
2018,2018-07-17,330,"GOA",2,10.77
2018,2018-07-08,330,"GOA",1,4298.78
2018,2018-07-08,330,"GOA",1,10484.47
2018,2018-07-08,330,"GOA",1,4891.44
2018,2018-07-09,330,"GOA",1,117.43
2018,2018-07-20,330,"GOA",1,1269.33
2018,2018-07-31,330,"GOA",1,5077.26
2018,2018-07-31,330,"GOA",1,297.17
2018,2018-07-31,330,"GOA",1,131.74
2018,2018-08-02,330,"GOA",1,136.2
2018,2018-07-23,330,"GOA",1,130.73
2018,2018-07-24,330,"GOA",1,111.34
2018,2018-07-24,330,"GOA",1,76.02
2018,2018-07-24,330,"GOA",1,118.71
2018,2018-07-24,330,"GOA",1,581.15
2018,2018-07-25,330,"GOA",1,68.52
2018,2018-07-25,330,"GOA",1,75.4
2018,2018-07-21,330,"GOA",1,1410.43
2018,2018-07-21,330,"GOA",1,748.47
2018,2018-07-21,330,"GOA",1,2163.2
2018,2018-07-21,330,"GOA",1,12217.62
2018,2018-07-21,330,"GOA",1,288.08
2018,2018-07-24,330,"GOA",1,715.67
