"index","name","value","std_dev"
"357","spawn_biom_proj","3.0097e+04","3.2174e+03"
"358","tot_biom_proj","8.5862e+04","1.1843e+04"
"359","tot_biom_proj","8.3132e+04","1.1141e+04"
"360","tot_biom_proj","8.1168e+04","1.0506e+04"
"361","tot_biom_proj","7.9968e+04","9.9249e+03"
"362","tot_biom_proj","7.9455e+04","9.3841e+03"
"363","tot_biom_proj","7.9533e+04","8.8749e+03"
"364","tot_biom_proj","8.0070e+04","8.3943e+03"
"365","tot_biom_proj","8.0917e+04","7.9505e+03"
"366","tot_biom_proj","8.1947e+04","7.5589e+03"
"367","tot_biom_proj","8.3066e+04","7.2300e+03"
"368","tot_biom_proj","8.4210e+04","6.9677e+03"
"369","tot_biom_proj","8.5343e+04","6.7715e+03"
"370","tot_biom_proj","8.6439e+04","6.6371e+03"
"371","tot_biom_proj","8.7481e+04","6.5580e+03"
"372","tot_biom_proj","8.8459e+04","6.5262e+03"
